X1,Author,Year,Substudy,Setting,Measured,Measure_Unit,Brand,Device,device_name,device_year,Wear_Location,Wear_Info,Type,Good?,Criterion_Measure,Criterion_Type,Wear_Info_crit,Wear_Location_crit,population_n,population_m,population_f,population,age_code,health_code,age,age_SD,weight,weight_SD,height,height_SD,BMI,BMI_SD,location,activity_type,test_type,activity_type_code,body_Motion,pace_code,pace_value,incline_code,incline_pct,activity_details,bout_rest,epoch,actual_n_analyzed,trend,CC_type,CC,CC_bins,CC_all,CC_CI_pct,CC_CI_upper,CC_CI_lower,CC_pvalue,CC_significance,ES_type,ES,ES_CI_upper,ES_CI_lower,BA_LoA_upper,BA_LoA_lower,BA_LoA_width,devicemean,devicemean_SD,critmean,critmean_SD,device_v_crit,meandiff,meandiff_SD,meandiff_CI_upper,meandiff_CI_lower,MPE,MPE_bin,MPE_SD,MPE_significance_test,MPE_significance_num,MAD,MAD_SD,MAD_CI_upper,MAD_CI_lower,MAPE,MAPE_bin,MAPE_SD,MAPE_CI_upper,MAPE_CI_lower,RMSE,equivalencetesting,accuracypct,accuracypct_CI_upper,accuracypct_CI_lower,TEEstandardized,TEEstandardized_CI_upper,TEEstandardized_CI_lower,deviceSE,deviceCofV,critCofV,n_5pctofcrit,n_10pctofcrit,n_15pctofcrit,n_20pctofcrit,n_25pctofcrit,systematicbias_slope,systematicbias_intercept,systematicbias_probability,systematicbias_significance,Other
200,Reddy,2018,-,Controlled,EE,kcal/time to exhaustion,Fitbit,Charge 2,Fitbit Charge 2,2016,Wrist,"wrist, random",full-text,y,Indirect calorimetry (COSMED K4b2 or K5),indirect calorimetry,NA,NA,20,9,11,healthy adults,A,H,27.5,6,67.9,10.8,173.2,9.5,22.5,2.3,"ON, CAN
OR, USA",Run: Treadmill,Activity,At,Nr,Sp,self-selected,Y,increase 2% every 2 min,"graded maximal aerobic test; 5 min standing rest, 4 min walking warmup (3.0 mph, 0% incline for 2 min, 5% incline for 2 min), self-select running pace between 4 and 6 mph, incline increased by 2% every 2 min until volitional exhaustion",NA,unknown,20,underestimate,Pearson,0.81,VS,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192.1,47.2,237.3,72.5,under,-45.2,44.4,NA,NA,-0.17,less -3%,0.146,NA,NA,NA,NA,NA,NA,0.194,over 3%,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,Reddy,2018,-,Controlled,EE,kcal/time to exhaustion,Fitbit,Charge 2,Fitbit Charge 2,2016,Wrist,"wrist, random",full-text,y,Indirect calorimetry (COSMED K4b2 or K5),indirect calorimetry,NA,NA,20,9,11,healthy adults,A,H,27.5,6,67.9,10.8,173.2,9.5,22.5,2.3,"ON, CAN
OR, USA",Cycle,Activity,Mi,Mi,NA,NA,N,NA,"graded maximal aerobic test; 5 min seated rest, 4 min cycling warmup (50-60 rpm, 0 load), cadence maintained at 60 rpm and power output increased by 30W every 2 min until volitional exhaustion",NA,unknown,20,underestimate,Pearson,0.35,WK,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.6,77.6,225.3,74.7,under,-91.7,87.2,NA,NA,-0.391,less -3%,0.306,NA,NA,NA,NA,NA,NA,0.435,over 3%,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,Reddy,2018,-,Controlled,EE,kcal/27 min,Fitbit,Charge 2,Fitbit Charge 2,2016,Wrist,"wrist, random",full-text,y,Indirect calorimetry (COSMED K4b2 or K5),indirect calorimetry,NA,NA,20,9,11,healthy adults,A,H,27.5,6,67.9,10.8,173.2,9.5,22.5,2.3,"ON, CAN
OR, USA",Cycle,Activity,Mi,Mi,NA,NA,N,NA,"2 min warmup, 5 cycles of (2 min at 60 rpm, resistance corresponding to ~30% peak power, 2 min at 60 rpm, resistance corresponding to ~80% peak power), 5 min cooldown",NA,unknown,20,underestimate,Pearson,0.26,WK,-0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.2,60.4,232.8,44.2,under,-104.6,83.8,NA,NA,-0.419,less -3%,1.3e-02,NA,NA,NA,NA,NA,NA,0.419,over 3%,0.313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,Boudreaux,2018,-,Controlled,HR,bpm,Fitbit,Charge 2,Fitbit Charge 2,2016,Wrist,"wrist, random",full-text,y,Electrocardiography (Quinton Q4500),ECG,upper torso,Torso,50,22,28,healthy adults,A,H,22.71,2.99,67.79,14.01,162.71,5.79,25.83,4.83,"LA, USA",Cycle,Activity,Mi,Mi,NA,NA,N,NA,"cycling, graded exercise test, 100W, 2 min, mean of intensity",NA,6 time points,50,"Across all devices, as exercise intensity increased, there was greater underestimation of HR. No device was valid for EE during cycling or resistance exercise.",ICC,0.47,MOD,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,under,-20.04,27.25,-73.44,33.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2174,over 3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,Boudreaux,2018,-,Controlled,HR,bpm,Fitbit,Charge 2,Fitbit Charge 2,2016,Wrist,"wrist, random",full-text,y,Electrocardiography (Quinton Q4500),ECG,upper torso,Torso,50,22,28,healthy adults,A,H,22.71,2.99,67.79,14.01,162.71,5.79,25.83,4.83,"LA, USA",Cycle,Activity,Mi,Mi,NA,NA,N,NA,"cycling, graded exercise test, 150W, 2 min, mean of intensity",NA,6 time points,50,"Across all devices, as exercise intensity increased, there was greater underestimation of HR. No device was valid for EE during cycling or resistance exercise.",ICC,0.32,WK,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,under,-27.8,34.52,-95.45,29.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3138,over 3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,Boudreaux,2018,-,Controlled,HR,bpm,Fitbit,Charge 2,Fitbit Charge 2,2016,Wrist,"wrist, random",full-text,y,Electrocardiography (Quinton Q4500),ECG,upper torso,Torso,25,NA,NA,healthy adults,A,H,NA,NA,NA,NA,NA,NA,NA,NA,"LA, USA",Cycle,Activity,Mi,Mi,NA,NA,N,NA,"cycling, graded exercise test, 200W, 2 min, mean of intensity",NA,6 time points,50,"Across all devices, as exercise intensity increased, there was greater underestimation of HR. No device was valid for EE during cycling or resistance exercise.",ICC,0.14,VW,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,under,-30.6,40.92,-110.8,49.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3905,over 3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,Reddy,2018,-,Controlled,HR,bpm,Fitbit,Charge 2,Fitbit Charge 2,2016,Wrist,"wrist, random",full-text,y,Heart rate sensor chest strap (Polar H7),chest strap,chest,Torso,20,9,11,healthy adults,A,H,27.5,6,67.9,10.8,173.2,9.5,22.5,2.3,"ON, CAN
OR, USA",Simulated Free-Living,Activity,Mi,Mi,NA,NA,N,NA,"28 min, 6 ADLs x 3 min duration, preceded and followed by 2 min rest",NA,unknown,20,overestimate,Pearson,0.73,ST,"Pearson: 0.73
CCC: 0.72",95,CCC: 0.73,CCC: 0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.8,20.5,98.6,20.8,over,3.3,15.2,NA,NA,0.033,more 3%,0.165,NA,NA,NA,NA,NA,NA,0.114,over 3%,0.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,Reddy,2018,-,Controlled,HR,bpm,Fitbit,Charge 2,Fitbit Charge 2,2016,Wrist,"wrist, random",full-text,y,Heart rate sensor chest strap (Polar H7),chest strap,chest,Torso,20,9,11,healthy adults,A,H,27.5,6,67.9,10.8,173.2,9.5,22.5,2.3,"ON, CAN
OR, USA",Ambulation: Treadmill,Activity,At,Nr,Mi,NA,N,NA,"2 min warmup, 5 cycles of (2 min walk at pace and incline corresponding to ~30% HRR, 2 min run at pace and incline corresponding to ~80% HRR), 5 min cooldown",NA,unknown,20,underestimate,Pearson,0.88,VS,"Pearson: 0.88
CCC: 0.87",95,CCC: 0.88,CCC: 0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.7,28,133.2,30.6,under,-3.5,14.4,NA,NA,-0.017,± 3%,0.115,NA,NA,NA,NA,NA,NA,0.085,over 3%,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,Reddy,2018,-,Controlled,HR,bpm,Fitbit,Charge 2,Fitbit Charge 2,2016,Wrist,"wrist, random",full-text,y,Heart rate sensor chest strap (Polar H7),chest strap,chest,Torso,20,9,11,healthy adults,A,H,27.5,6,67.9,10.8,173.2,9.5,22.5,2.3,"ON, CAN
OR, USA",Run: Treadmill,Activity,At,Nr,Sp,self-selected,Y,increase 2% every 2 min,"graded maximal aerobic test; 5 min standing rest, 4 min walking warmup (3.0 mph, 0% incline for 2 min, 5% incline for 2 min), self-select running pace between 4 and 6 mph, incline increased by 2% every 2 min until volitional exhaustion",NA,unknown,20,underestimate,Pearson,0.94,VS,"Pearson: 0.94
CCC: 0.92",95,CCC: 0.93,CCC: 0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.6,38,137.2,40.9,under,-7.6,13.6,NA,NA,-0.048,less -3%,0.103,NA,NA,NA,NA,NA,NA,0.073,over 3%,0.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,Reddy,2018,-,Controlled,HR,bpm,Fitbit,Charge 2,Fitbit Charge 2,2016,Wrist,"wrist, random",full-text,y,Heart rate sensor chest strap (Polar H7),chest strap,chest,Torso,20,9,11,healthy adults,A,H,27.5,6,67.9,10.8,173.2,9.5,22.5,2.3,"ON, CAN
OR, USA",Resistance Exercise,Activity,Mi,Mi,NA,NA,N,NA,"2 sets of 8 repetition max of all the major muscle groups (DB bicep curls, Romanian deadlifts, Bulgarian split squat, DB bench press, DB shoulder press, DB step ups.)",NA,unknown,20,underestimate,Pearson,0.88,VS,"Pearson: 0.88
CCC: 0.72",95,CCC: 0.72,CCC: 0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.9,21.2,114.4,21.4,under,-8.5,14.4,NA,NA,-0.069,less -3%,0.12,NA,NA,NA,NA,NA,NA,0.098,over 3%,0.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,Reddy,2018,-,Controlled,HR,bpm,Fitbit,Charge 2,Fitbit Charge 2,2016,Wrist,"wrist, random",full-text,y,Heart rate sensor chest strap (Polar H7),chest strap,chest,Torso,20,9,11,healthy adults,A,H,27.5,6,67.9,10.8,173.2,9.5,22.5,2.3,"ON, CAN
OR, USA",Cycle,Activity,Mi,Mi,NA,NA,N,NA,"2 min warmup, 5 cycles of (2 min at 60 rpm, resistance corresponding to ~30% peak power, 2 min at 60 rpm, resistance corresponding to ~80% peak power), 5 min cooldown",NA,unknown,20,underestimate,Pearson,0.56,MOD,"Pearson: 0.56
CCC: 0.47",95,CCC: 0.48,CCC: 0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.6,31.2,127,25.7,under,-16.4,27.2,NA,NA,-0.114,less -3%,0.357,NA,NA,NA,NA,NA,NA,0.16,over 3%,0.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,Reddy,2018,-,Controlled,HR,bpm,Fitbit,Charge 2,Fitbit Charge 2,2016,Wrist,"wrist, random",full-text,y,Heart rate sensor chest strap (Polar H7),chest strap,chest,Torso,20,9,11,healthy adults,A,H,27.5,6,67.9,10.8,173.2,9.5,22.5,2.3,"ON, CAN
OR, USA",Cycle,Activity,Mi,Mi,NA,NA,N,NA,"graded maximal aerobic test; 5 min seated rest, 4 min cycling warmup (50-60 rpm, 0 load), cadence maintained at 60 rpm and power output increased by 30W every 2 min until volitional exhaustion",NA,unknown,20,underestimate,Pearson,0.46,MOD,"Pearson: 0.46
CCC: 0.36",95,CCC: 0.37,CCC: 0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.4,31.2,125.3,32.7,under,-23.8,33.4,NA,NA,-0.164,less -3%,0.216,NA,NA,NA,NA,NA,NA,0.179,over 3%,0.323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,Tedesco,2019,-,Controlled,HR,bpm,Fitbit,Charge 2,Fitbit Charge 2,2016,Wrist,"wrist, ND",full-text,y,Heart rate sensor chest strap (Polar H7),chest strap,chest,Torso,18,7,11,"older adults, healthy",OA,H,"m: 69 ± 3.2 
f: 69.7 ± 2.4",NA,"m: 79.7 ± 4.46 kg
f: 66.1 ± 4.25 kg",NA,"m: 175.8 ± 4.8 cm
f: 162.9 ± 5.8 cm",NA,NA,NA,Ireland,ADL: Dusting,Activity,Mi,Ex,NA,NA,N,NA,"dusting, 3 min",NA,unknown,15,overestimate,ICC,0.62,ST,0.62,95,0.85,0.19,NA,NA,NA,NA,NA,NA,27.27,-22.21,49.48,78.5,12.09,76,15.54,over,2.53,12.62,NA,NA,0.0605,more 3%,0.2309,NA,NA,5.73,NA,NA,NA,0.0942,over 3%,NA,NA,NA,12.45,"paired t-test
p = 0.634",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,Tedesco,2019,-,Controlled,HR,bpm,Fitbit,Charge 2,Fitbit Charge 2,2016,Wrist,"wrist, ND",full-text,y,Heart rate sensor chest strap (Polar H7),chest strap,chest,Torso,18,7,11,"older adults, healthy",OA,H,"m: 69 ± 3.2 
f: 69.7 ± 2.4",NA,"m: 79.7 ± 4.46 kg
f: 66.1 ± 4.25 kg",NA,"m: 175.8 ± 4.8 cm
f: 162.9 ± 5.8 cm",NA,NA,NA,Ireland,Walk: Treadmill,Activity,At,Nr,Vs,0.56,N,NA,"walk, 2 km/h, 3 min",NA,unknown,14,overestimate,ICC,0.52,MOD,0.52,95,0.82,-0.02,NA,NA,NA,NA,NA,NA,32.89,-30.03,62.92,83.9,11.56,82.4,18.54,over,1.43,16.05,NA,NA,0.0583,more 3%,0.262,NA,NA,9.57,NA,NA,NA,0.1389,over 3%,NA,NA,NA,15.53,"paired t-test
p = 0.815",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,Tedesco,2019,-,Controlled,HR,bpm,Fitbit,Charge 2,Fitbit Charge 2,2016,Wrist,"wrist, DOM",full-text,y,Heart rate sensor chest strap (Polar H7),chest strap,chest,Torso,18,7,11,"older adults, healthy",OA,H,"m: 69 ± 3.2 
f: 69.7 ± 2.4",NA,"m: 79.7 ± 4.46 kg
f: 66.1 ± 4.25 kg",NA,"m: 175.8 ± 4.8 cm
f: 162.9 ± 5.8 cm",NA,NA,NA,Ireland,Walk: Treadmill,Activity,At,Nr,Vs,0.42,N,NA,"walk, 1.5 km/h, 3 min",NA,unknown,14,overestimate,ICC,0.69,ST,0.69,95,0.7,0.26,NA,NA,NA,NA,NA,NA,26.35,-22.49,48.84,81.7,12.93,79.8,16.66,over,1.93,12.46,NA,NA,0.0494,more 3%,0.2012,NA,NA,8.64,NA,NA,NA,0.1245,over 3%,NA,NA,NA,12.16,"paired t-test
p = 0.744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,Tedesco,2019,-,Controlled,HR,bpm,Fitbit,Charge 2,Fitbit Charge 2,2016,Wrist,"wrist, ND",full-text,y,Heart rate sensor chest strap (Polar H7),chest strap,chest,Torso,18,7,11,"older adults, healthy",OA,H,"m: 69 ± 3.2 
f: 69.7 ± 2.4",NA,"m: 79.7 ± 4.46 kg
f: 66.1 ± 4.25 kg",NA,"m: 175.8 ± 4.8 cm
f: 162.9 ± 5.8 cm",NA,NA,NA,Ireland,Walk: Treadmill,Activity,At,Nr,Vs,0.42,N,NA,"walk, 1.5 km/h, 3 min",NA,unknown,14,overestimate,ICC,0.7,ST,0.7,95,0.89,0.28,NA,NA,NA,NA,NA,NA,24.4,-21.54,45.94,81.2,11.22,79.8,16.66,over,1.43,11.72,NA,NA,0.0444,more 3%,0.1925,NA,NA,7.57,NA,NA,NA,0.1112,over 3%,NA,NA,NA,11.38,"paired t-test
p = 0.800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,Tedesco,2019,-,Controlled,HR,bpm,Fitbit,Charge 2,Fitbit Charge 2,2016,Wrist,"wrist, DOM",full-text,y,Heart rate sensor chest strap (Polar H7),chest strap,chest,Torso,18,7,11,"older adults, healthy",OA,H,"m: 69 ± 3.2 
f: 69.7 ± 2.4",NA,"m: 79.7 ± 4.46 kg
f: 66.1 ± 4.25 kg",NA,"m: 175.8 ± 4.8 cm
f: 162.9 ± 5.8 cm",NA,NA,NA,Ireland,Walk: Treadmill,Activity,At,Nr,Vs,0.28,N,NA,"walk, 1 km/h, 3 min",NA,unknown,14,overestimate,ICC,0.81,VS,0.81,95,0.94,0.51,NA,NA,NA,NA,NA,NA,20.16,-17.44,37.6,81.6,13.01,80.3,16.23,over,1.36,9.59,NA,NA,0.0306,more 3%,0.1165,NA,NA,7.36,NA,NA,NA,0.0926,over 3%,NA,NA,NA,9.34,"paired t-test
p = 0.816",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,Tedesco,2019,-,Controlled,HR,bpm,Fitbit,Charge 2,Fitbit Charge 2,2016,Wrist,"wrist, ND",full-text,y,Heart rate sensor chest strap (Polar H7),chest strap,chest,Torso,18,7,11,"older adults, healthy",OA,H,"m: 69 ± 3.2 
f: 69.7 ± 2.4",NA,"m: 79.7 ± 4.46 kg
f: 66.1 ± 4.25 kg",NA,"m: 175.8 ± 4.8 cm
f: 162.9 ± 5.8 cm",NA,NA,NA,Ireland,Stairs: Descend,Activity,St,Nr,NA,NA,N,NA,"descend stairs, 2 flights with 10 steps/flight",NA,unknown,14,overestimate,ICC,0.79,ST,0.79,95,0.93,0.45,NA,NA,NA,NA,NA,NA,17.81,-16.81,34.62,81.1,9.48,80.6,15.25,under,0.5,8.83,NA,NA,0.0261,± 3%,0.1337,NA,NA,6.5,NA,NA,NA,0.0919,over 3%,NA,NA,NA,8.52,"paired t-test
p = 0.853",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,Tedesco,2019,-,Controlled,HR,bpm,Fitbit,Charge 2,Fitbit Charge 2,2016,Wrist,"wrist, ND",full-text,y,Heart rate sensor chest strap (Polar H7),chest strap,chest,Torso,18,7,11,"older adults, healthy",OA,H,"m: 69 ± 3.2 
f: 69.7 ± 2.4",NA,"m: 79.7 ± 4.46 kg
f: 66.1 ± 4.25 kg",NA,"m: 175.8 ± 4.8 cm
f: 162.9 ± 5.8 cm",NA,NA,NA,Ireland,Walk: Treadmill,Activity,At,Nr,Vs,0.28,N,NA,"walk, 1 km/h, 3 min",NA,unknown,14,overestimate,ICC,0.74,ST,0.74,95,0.91,0.35,NA,NA,NA,NA,NA,NA,22.28,-21.28,43.56,80.8,12.39,80.3,16.23,over,0.5,11.11,NA,NA,0.0232,± 3%,0.1369,NA,NA,8.5,NA,NA,NA,0.106,over 3%,NA,NA,NA,10.71,"paired t-test
p = 0.930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,Tedesco,2019,-,Controlled,HR,bpm,Fitbit,Charge 2,Fitbit Charge 2,2016,Wrist,"wrist, DOM",full-text,y,Heart rate sensor chest strap (Polar H7),chest strap,chest,Torso,18,7,11,"older adults, healthy",OA,H,"m: 69 ± 3.2 
f: 69.7 ± 2.4",NA,"m: 79.7 ± 4.46 kg
f: 66.1 ± 4.25 kg",NA,"m: 175.8 ± 4.8 cm
f: 162.9 ± 5.8 cm",NA,NA,NA,Ireland,Walk: Treadmill,Activity,At,Nr,Vs,0.56,N,NA,"walk, 2 km/h, 3 min",NA,unknown,14,overestimate,ICC,0.8,VS,0.8,95,0.93,0.47,NA,NA,NA,NA,NA,NA,22.75,-22.61,45.36,82.5,15.41,82.4,18.54,over,7e-02,11.57,NA,NA,0.0167,± 3%,0.1393,NA,NA,8.07,NA,NA,NA,0.0965,over 3%,NA,NA,NA,11.15,"paired t-test
p = 0.992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,Tedesco,2019,-,Controlled,HR,bpm,Fitbit,Charge 2,Fitbit Charge 2,2016,Wrist,"wrist, DOM",full-text,y,Heart rate sensor chest strap (Polar H7),chest strap,chest,Torso,18,7,11,"older adults, healthy",OA,H,"m: 69 ± 3.2 
f: 69.7 ± 2.4",NA,"m: 79.7 ± 4.46 kg
f: 66.1 ± 4.25 kg",NA,"m: 175.8 ± 4.8 cm
f: 162.9 ± 5.8 cm",NA,NA,NA,Ireland,Stairs: Descend,Activity,St,Nr,NA,NA,N,NA,"descend stairs, 2 flights with 10 steps/flight",NA,unknown,14,overestimate,ICC,0.91,VS,0.91,95,0.97,0.75,NA,NA,NA,NA,NA,NA,13.44,-12.44,25.88,81.1,14.36,80.6,15.25,under,0.5,6.6,NA,NA,0.0112,± 3%,8.77e-02,NA,NA,4.79,NA,NA,NA,0.0598,over 3%,NA,NA,NA,6.38,"paired t-test
p = 0.836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,Tedesco,2019,-,Controlled,HR,bpm,Fitbit,Charge 2,Fitbit Charge 2,2016,Wrist,"wrist, ND",full-text,y,Heart rate sensor chest strap (Polar H7),chest strap,chest,Torso,18,7,11,"older adults, healthy",OA,H,"m: 69 ± 3.2 
f: 69.7 ± 2.4",NA,"m: 79.7 ± 4.46 kg
f: 66.1 ± 4.25 kg",NA,"m: 175.8 ± 4.8 cm
f: 162.9 ± 5.8 cm",NA,NA,NA,Ireland,Walk: Overground,Activity,Ao,C,Sp,self-selected,N,NA,"walk carrying box, self-selected pace, 3 min",NA,unknown,15,overestimate,ICC,0.85,VS,0.85,95,0.95,0.61,NA,NA,NA,NA,NA,NA,15.63,-15.77,31.4,79.6,12.2,79.7,15.33,under,-7e-02,8.01,NA,NA,0.0099,± 3%,8.97e-02,NA,NA,5.8,NA,NA,NA,0.0706,over 3%,NA,NA,NA,7.74,"paired t-test
p = 0.990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,Tedesco,2019,-,Controlled,HR,bpm,Fitbit,Charge 2,Fitbit Charge 2,2016,Wrist,"wrist, ND",full-text,y,Heart rate sensor chest strap (Polar H7),chest strap,chest,Torso,18,7,11,"older adults, healthy",OA,H,"m: 69 ± 3.2 
f: 69.7 ± 2.4",NA,"m: 79.7 ± 4.46 kg
f: 66.1 ± 4.25 kg",NA,"m: 175.8 ± 4.8 cm
f: 162.9 ± 5.8 cm",NA,NA,NA,Ireland,Walk: Overground,Activity,Ao,C,Sp,self-selected,N,NA,"walking using rollator/walking aid, self-selected pace, 3 min",NA,unknown,14,good validity,ICC,0.95,VS,0.95,95,0.98,0.86,NA,NA,NA,NA,NA,NA,9.43,-10.71,20.14,78.5,14.95,79.1,15.49,under,-0.64,5.14,NA,NA,-0.0042,± 3%,6.14e-02,NA,NA,3.64,NA,NA,NA,0.0433,over 3%,NA,NA,NA,4.8,"paired t-test
p = 0.915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,Tedesco,2019,-,Controlled,HR,bpm,Fitbit,Charge 2,Fitbit Charge 2,2016,Wrist,"wrist, ND",full-text,y,Heart rate sensor chest strap (Polar H7),chest strap,chest,Torso,18,7,11,"older adults, healthy",OA,H,"m: 69 ± 3.2 
f: 69.7 ± 2.4",NA,"m: 79.7 ± 4.46 kg
f: 66.1 ± 4.25 kg",NA,"m: 175.8 ± 4.8 cm
f: 162.9 ± 5.8 cm",NA,NA,NA,Ireland,Stairs: Ascend,Activity,St,Nr,NA,NA,N,NA,"ascend stairs, 2 flights with 10 steps/flight",NA,unknown,15,underestimate,ICC,0.83,VS,0.83,95,0.94,0.56,NA,NA,NA,NA,NA,NA,16.31,-19.91,36.22,79.1,12.34,80.9,17.08,under,-1.8,9.24,NA,NA,-0.0045,± 3%,0.1176,NA,NA,6.47,NA,NA,NA,0.0821,over 3%,NA,NA,NA,9.1,"paired t-test
p = 0.752",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,Tedesco,2019,-,Controlled,HR,bpm,Fitbit,Charge 2,Fitbit Charge 2,2016,Wrist,"wrist, DOM",full-text,y,Heart rate sensor chest strap (Polar H7),chest strap,chest,Torso,18,7,11,"older adults, healthy",OA,H,"m: 69 ± 3.2 
f: 69.7 ± 2.4",NA,"m: 79.7 ± 4.46 kg
f: 66.1 ± 4.25 kg",NA,"m: 175.8 ± 4.8 cm
f: 162.9 ± 5.8 cm",NA,NA,NA,Ireland,Walk: Overground,Activity,Ao,C,Sp,self-selected,N,NA,"walk carrying box, self-selected pace, 3 min",NA,unknown,15,underestimate,ICC,0.88,VS,0.88,95,0.96,0.69,NA,NA,NA,NA,NA,NA,13.6,-15.6,29.2,78.7,13.65,79.7,15.33,under,-1,7.45,NA,NA,-0.0053,± 3%,7.65e-02,NA,NA,5.27,NA,NA,NA,0.0601,over 3%,NA,NA,NA,7.27,"paired t-test
p = 0.857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,Tedesco,2019,-,Controlled,SC,steps/3 min,Fitbit,Charge 2,Fitbit Charge 2,2016,Wrist,"wrist, DOM",full-text,y,Manual count,manual count,NA,NA,18,7,11,"older adults, healthy",OA,H,"m: 69 ± 3.2 
f: 69.7 ± 2.4",NA,"m: 79.7 ± 4.46 kg
f: 66.1 ± 4.25 kg",NA,"m: 175.8 ± 4.8 cm
f: 162.9 ± 5.8 cm",NA,NA,NA,Ireland,ADL: Dusting,NA,Mi,Ex,NA,NA,N,NA,"dusting, 3 min",NA,unknown,17,overestimate,ICC,0,VW,0,95,0.31,-0.57,NA,NA,NA,NA,NA,NA,162.32,-116.9,279.22,118.2,58.47,95.5,24.9,over,22.71,71.23,NA,NA,0.3993,more 3%,1.1131,NA,NA,50.35,NA,NA,NA,0.6494,over 3%,NA,NA,NA,72.73,"paired t-test
p = 0.167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
